Date;Location;Product;Sales
2022.04.08;Location A;Bread;624
2022.04.08;Location A;Pastry;232
2022.04.08;Location A;Croissant;331
2022.04.08;Location C;Croissant;128
2022.04.08;Location C;Pastry;156
2022.04.08;Location C;Bread;108
2022.04.08;Location B;Croissant;219
2022.04.08;Location B;Pastry;129
2022.04.08;Location B;Bread;209
2022.04.07;Location A;Bread;378
2022.04.07;Location A;Croissant;321
2022.04.07;Location A;Pastry;166
2022.04.07;Location C;Bread;132
2022.04.07;Location C;Croissant;128
2022.04.07;Location C;Pastry;139
2022.04.07;Location B;Pastry;169
2022.04.07;Location B;Bread;244
2022.04.07;Location B;Croissant;187
2022.04.06;Location A;Pastry;326
2022.04.06;Location A;Bread;340
2022.04.06;Location A;Croissant;195
2022.04.06;Location C;Bread;146
2022.04.06;Location C;Croissant;134
2022.04.06;Location C;Pastry;100
2022.04.06;Location B;Bread;128
2022.04.06;Location B;Pastry;3
2022.04.06;Location B;Croissant;106
2022.04.05;Location A;Pastry;207
2022.04.05;Location A;Croissant;289
2022.04.05;Location A;Bread;364
2022.04.05;Location C;Pastry;106
2022.04.05;Location C;Croissant;95
2022.04.05;Location C;Bread;79
2022.04.05;Location B;Bread;57
2022.04.05;Location B;Pastry;106
2022.04.05;Location B;Croissant;95
2022.04.04;Location A;Bread;316
2022.04.04;Location A;Croissant;208
2022.04.04;Location A;Pastry;164
2022.04.04;Location C;Bread;81
2022.04.04;Location C;Croissant;155
2022.04.04;Location C;Pastry;75
2022.04.04;Location B;Bread;153
2022.04.04;Location B;Pastry;143
2022.04.04;Location B;Croissant;133
2022.04.03;Location A;Pastry;123
2022.04.03;Location A;Croissant;68
2022.04.03;Location A;Bread;378
2022.04.03;Location C;Croissant;164
2022.04.03;Location C;Pastry;86
2022.04.03;Location C;Bread;135
2022.04.03;Location B;Pastry;52
2022.04.03;Location B;Croissant;99
2022.04.03;Location B;Bread;157
2022.04.02;Location A;Bread;240
2022.04.02;Location A;Croissant;250
2022.04.02;Location A;Pastry;298
2022.04.02;Location C;Bread;181
2022.04.02;Location C;Pastry;16
2022.04.02;Location C;Croissant;80
2022.04.02;Location B;Bread;130
2022.04.02;Location B;Pastry;99
2022.04.02;Location B;Croissant;194
2022.04.01;Location A;Croissant;392
2022.04.01;Location A;Bread;412
2022.04.01;Location A;Pastry;147
2022.04.01;Location C;Bread;174
2022.04.01;Location C;Croissant;196
2022.04.01;Location C;Pastry;35
2022.04.01;Location B;Croissant;172
2022.04.01;Location B;Pastry;150
2022.04.01;Location B;Bread;157
2022.03.31;Location A;Croissant;309
2022.03.31;Location A;Bread;181
2022.03.31;Location A;Pastry;270
2022.03.31;Location C;Pastry;63
2022.03.31;Location C;Croissant;130
2022.03.31;Location C;Bread;189
2022.03.31;Location B;Bread;118
2022.03.31;Location B;Croissant;127
2022.03.31;Location B;Pastry;126
2022.03.30;Location A;Bread;367
2022.03.30;Location A;Croissant;165
2022.03.30;Location A;Pastry;210
2022.03.30;Location C;Bread;122
2022.03.30;Location C;Pastry;116
2022.03.30;Location C;Croissant;195
2022.03.30;Location B;Pastry;133
2022.03.30;Location B;Croissant;144
2022.03.30;Location B;Bread;180
2022.03.29;Location A;Bread;289
2022.03.29;Location A;Pastry;293
2022.03.29;Location A;Croissant;201
2022.03.29;Location C;Croissant;62
2022.03.29;Location C;Pastry;88
2022.03.29;Location C;Bread;135
2022.03.29;Location B;Croissant;94
2022.03.29;Location B;Pastry;105
2022.03.29;Location B;Bread;92
2022.03.28;Location A;Pastry;238
2022.03.28;Location A;Croissant;172
2022.03.28;Location A;Bread;155
2022.03.28;Location C;Croissant;162
2022.03.28;Location C;Pastry;54
2022.03.28;Location C;Bread;168
2022.03.28;Location B;Croissant;134
2022.03.28;Location B;Pastry;136
2022.03.28;Location B;Bread;213
2022.03.27;Location A;Croissant;332
2022.03.27;Location A;Pastry;274
2022.03.27;Location C;Croissant;87
2022.03.27;Location C;Bread;176
2022.03.27;Location C;Pastry;110
2022.03.27;Location B;Croissant;159
2022.03.27;Location B;Pastry;101
2022.03.27;Location B;Bread;123
2022.03.26;Location A;Pastry;297
2022.03.26;Location A;Croissant;323
2022.03.26;Location C;Bread;119
2022.03.26;Location C;Pastry;144
2022.03.26;Location C;Croissant;119
2022.03.26;Location B;Pastry;127
2022.03.26;Location B;Bread;250
2022.03.26;Location B;Croissant;63
2022.03.25;Location A;Croissant;149
2022.03.25;Location A;Pastry;200
2022.03.25;Location A;Bread;203
2022.03.25;Location C;Croissant;122
2022.03.25;Location C;Pastry;115
2022.03.25;Location C;Bread;127
2022.03.25;Location B;Croissant;145
2022.03.25;Location B;Bread;125
2022.03.25;Location B;Pastry;185
2022.03.24;Location A;Croissant;234
2022.03.24;Location A;Bread;213
2022.03.24;Location A;Pastry;380
2022.03.24;Location C;Bread;227
2022.03.24;Location C;Pastry;127
2022.03.24;Location C;Croissant;69
2022.03.24;Location B;Croissant;100
2022.03.24;Location B;Bread;184
2022.03.24;Location B;Pastry;102
2022.03.23;Location A;Bread;181
2022.03.23;Location A;Pastry;321
2022.03.23;Location A;Croissant;171
2022.03.23;Location C;Bread;50
2022.03.23;Location C;Croissant;116
2022.03.23;Location C;Pastry;32
2022.03.23;Location B;Pastry;148
2022.03.23;Location B;Croissant;126
2022.03.23;Location B;Bread;96
2022.03.22;Location A;Pastry;317
2022.03.22;Location A;Croissant;213
2022.03.22;Location A;Bread;266
2022.03.22;Location C;Bread;139
2022.03.22;Location C;Croissant;129
2022.03.22;Location C;Pastry;42
2022.03.22;Location B;Bread;194
2022.03.22;Location B;Pastry;83
2022.03.22;Location B;Croissant;92
2022.03.21;Location A;Croissant;274
2022.03.21;Location A;Pastry;266
2022.03.21;Location A;Bread;297
2022.03.21;Location C;Pastry;111
2022.03.21;Location C;Croissant;159
2022.03.21;Location C;Bread;148
2022.03.21;Location B;Croissant;87
2022.03.21;Location B;Pastry;131
2022.03.21;Location B;Bread;84
2022.03.20;Location A;Bread;191
2022.03.20;Location A;Pastry;163
2022.03.20;Location A;Croissant;196
2022.03.20;Location C;Croissant;139
2022.03.20;Location C;Pastry;103
2022.03.20;Location C;Bread;146
2022.03.20;Location B;Croissant;113
2022.03.20;Location B;Pastry;138
2022.03.20;Location B;Bread;305
2022.03.19;Location A;Pastry;228
2022.03.19;Location A;Bread;342
2022.03.19;Location A;Croissant;339
2022.03.19;Location C;Bread;161
2022.03.19;Location C;Pastry;117
2022.03.19;Location C;Croissant;165
2022.03.19;Location B;Croissant;119
2022.03.19;Location B;Pastry;207
2022.03.19;Location B;Bread;105
2022.03.18;Location A;Pastry;217
2022.03.18;Location A;Croissant;380
2022.03.18;Location A;Bread;435
2022.03.18;Location C;Pastry;32
2022.03.18;Location C;Bread;127
2022.03.18;Location C;Croissant;134
2022.03.18;Location B;Bread;70
2022.03.18;Location B;Pastry;32
2022.03.17;Location A;Pastry;339
2022.03.17;Location A;Bread;386
2022.03.17;Location A;Croissant;246
2022.03.17;Location C;Bread;157
2022.03.17;Location C;Croissant;97
2022.03.17;Location B;Croissant;44
2022.03.17;Location B;Pastry;51
2022.03.16;Location A;Pastry;259
2022.03.16;Location A;Croissant;220
2022.03.16;Location A;Bread;315
2022.03.16;Location C;Pastry;75
2022.03.16;Location C;Bread;121
2022.03.16;Location C;Croissant;70
2022.03.16;Location B;Bread;223
2022.03.16;Location B;Croissant;191
2022.03.16;Location B;Pastry;98
2022.03.15;Location A;Bread;280
2022.03.15;Location A;Croissant;254
2022.03.15;Location A;Pastry;151
2022.03.15;Location C;Bread;199
2022.03.15;Location C;Croissant;166
2022.03.15;Location C;Pastry;145
2022.03.15;Location B;Croissant;153
2022.03.15;Location B;Bread;292
2022.03.15;Location B;Pastry;61
2022.03.14;Location A;Bread;223
2022.03.14;Location A;Pastry;194
2022.03.14;Location A;Croissant;171
2022.03.14;Location C;Pastry;56
2022.03.14;Location C;Croissant;64
2022.03.14;Location C;Bread;179
2022.03.14;Location B;Bread;113
2022.03.14;Location B;Croissant;70
2022.03.14;Location B;Pastry;62
2022.03.13;Location A;Croissant;188
2022.03.13;Location A;Pastry;559
2022.03.13;Location C;Bread;87
2022.03.13;Location C;Croissant;87
2022.03.13;Location C;Pastry;177
2022.03.13;Location B;Bread;195
2022.03.13;Location B;Croissant;149
2022.03.13;Location B;Pastry;129
2022.03.12;Location A;Croissant;181
2022.03.12;Location A;Bread;297
2022.03.12;Location A;Pastry;355
2022.03.12;Location C;Croissant;151
2022.03.12;Location C;Pastry;48
2022.03.12;Location C;Bread;166
2022.03.12;Location B;Bread;150
2022.03.12;Location B;Croissant;159
2022.03.12;Location B;Pastry;38
2022.03.11;Location A;Pastry;398
2022.03.11;Location A;Croissant;190
2022.03.11;Location A;Bread;297
2022.03.11;Location C;Pastry;120
2022.03.11;Location C;Croissant;147
2022.03.11;Location C;Bread;229
2022.03.11;Location B;Bread;143
2022.03.11;Location B;Croissant;75
2022.03.11;Location B;Pastry;54
2022.03.10;Location A;Croissant;235
2022.03.10;Location A;Bread;208
2022.03.10;Location A;Pastry;149
2022.03.10;Location C;Pastry;102
2022.03.10;Location C;Croissant;143
2022.03.10;Location C;Bread;174
2022.03.10;Location B;Croissant;115
2022.03.10;Location B;Pastry;74
2022.03.10;Location B;Bread;200
2022.03.09;Location A;Croissant;307
2022.03.09;Location A;Pastry;284
2022.03.09;Location A;Bread;389
2022.03.09;Location C;Croissant;164
2022.03.09;Location C;Pastry;51
2022.03.09;Location C;Bread;255
2022.03.09;Location B;Bread;163
2022.03.09;Location B;Pastry;94
2022.03.09;Location B;Croissant;107
2022.03.08;Location A;Bread;417
2022.03.08;Location A;Croissant;265
2022.03.08;Location A;Pastry;293
2022.03.08;Location C;Pastry;208
2022.03.08;Location C;Croissant;110
2022.03.08;Location C;Bread;180
2022.03.08;Location B;Pastry;58
2022.03.08;Location B;Croissant;115
2022.03.08;Location B;Bread;170
2022.03.07;Location A;Bread;342
2022.03.07;Location A;Croissant;282
2022.03.07;Location A;Pastry;201
2022.03.07;Location C;Pastry;92
2022.03.07;Location C;Bread;139
2022.03.07;Location C;Croissant;128
2022.03.07;Location B;Pastry;70
2022.03.07;Location B;Croissant;83
2022.03.07;Location B;Bread;121
2022.03.06;Location A;Bread;190
2022.03.06;Location A;Croissant;275
2022.03.06;Location A;Pastry;280
2022.03.06;Location C;Bread;156
2022.03.06;Location C;Pastry;106
2022.03.06;Location C;Croissant;94
2022.03.06;Location B;Bread;38
2022.03.06;Location B;Croissant;124
2022.03.06;Location B;Pastry;135
2022.03.05;Location A;Croissant;266
2022.03.05;Location A;Bread;244
2022.03.05;Location A;Pastry;255
2022.03.05;Location C;Bread;204
2022.03.05;Location C;Pastry;121
2022.03.05;Location C;Croissant;161
2022.03.05;Location B;Bread;160
2022.03.05;Location B;Pastry;113
2022.03.05;Location B;Croissant;76
2022.03.04;Location A;Bread;343
2022.03.04;Location A;Croissant;282
2022.03.04;Location A;Pastry;193
2022.03.04;Location C;Bread;211
2022.03.04;Location C;Croissant;152
2022.03.04;Location C;Pastry;90
2022.03.04;Location B;Pastry;144
2022.03.04;Location B;Croissant;199
2022.03.04;Location B;Bread;171
2022.03.03;Location A;Bread;228
2022.03.03;Location A;Pastry;195
2022.03.03;Location A;Croissant;337
2022.03.03;Location C;Pastry;66
2022.03.03;Location C;Bread;71
2022.03.03;Location C;Croissant;88
2022.03.03;Location B;Croissant;82
2022.03.03;Location B;Bread;48
2022.03.03;Location B;Pastry;67
2022.03.02;Location A;Bread;286
2022.03.02;Location A;Pastry;174
2022.03.02;Location A;Croissant;400
2022.03.02;Location C;Bread;181
2022.03.02;Location C;Croissant;154
2022.03.02;Location C;Pastry;53
2022.03.02;Location B;Pastry;68
2022.03.02;Location B;Bread;208
2022.03.02;Location B;Croissant;60
2022.03.01;Location A;Pastry;219
2022.03.01;Location A;Croissant;329
2022.03.01;Location A;Bread;242
2022.03.01;Location C;Bread;120
2022.03.01;Location C;Croissant;181
2022.03.01;Location C;Pastry;78
2022.03.01;Location B;Pastry;38
2022.03.01;Location B;Croissant;105
2022.03.01;Location B;Bread;90
2022.02.28;Location A;Bread;485
2022.02.28;Location A;Pastry;317
2022.02.28;Location A;Croissant;302
2022.02.28;Location C;Bread;113
2022.02.28;Location C;Croissant;135
2022.02.28;Location C;Pastry;157
2022.02.28;Location B;Bread;167
2022.02.28;Location B;Pastry;57
2022.02.28;Location B;Croissant;57
2022.02.27;Location A;Croissant;256
2022.02.27;Location A;Bread;386
2022.02.27;Location A;Pastry;278
2022.02.27;Location C;Croissant;101
2022.02.27;Location C;Pastry;165
2022.02.27;Location C;Bread;174
2022.02.27;Location B;Pastry;133
2022.02.27;Location B;Croissant;81
2022.02.27;Location B;Bread;85
2022.02.26;Location A;Pastry;285
2022.02.26;Location A;Croissant;249
2022.02.26;Location A;Bread;251
2022.02.26;Location C;Bread;219
2022.02.26;Location C;Pastry;108
2022.02.26;Location C;Croissant;119
2022.02.26;Location B;Pastry;156
2022.02.26;Location B;Croissant;136
2022.02.26;Location B;Bread;116
2022.02.25;Location A;Bread;248
2022.02.25;Location A;Croissant;271
2022.02.25;Location A;Pastry;385
2022.02.25;Location C;Croissant;72
2022.02.25;Location C;Pastry;77
2022.02.25;Location C;Bread;152
2022.02.25;Location B;Bread;255
2022.02.25;Location B;Pastry;101
2022.02.25;Location B;Croissant;99
2022.02.24;Location A;Croissant;262
2022.02.24;Location A;Bread;399
2022.02.24;Location A;Pastry;363
2022.02.24;Location C;Bread;126
2022.02.24;Location C;Pastry;65
2022.02.24;Location C;Croissant;118
2022.02.24;Location B;Bread;170
2022.02.24;Location B;Croissant;165
2022.02.24;Location B;Pastry;44
2022.02.23;Location A;Bread;215
2022.02.23;Location A;Croissant;356
2022.02.23;Location A;Pastry;141
2022.02.23;Location C;Croissant;65
2022.02.23;Location C;Bread;186
2022.02.23;Location C;Pastry;86
2022.02.23;Location B;Bread;252
2022.02.23;Location B;Croissant;179
2022.02.23;Location B;Pastry;176
2022.02.22;Location A;Bread;230
2022.02.22;Location A;Pastry;218
2022.02.22;Location A;Croissant;232
2022.02.22;Location C;Pastry;73
2022.02.22;Location C;Croissant;120
2022.02.22;Location C;Bread;253
2022.02.22;Location B;Pastry;121
2022.02.22;Location B;Bread;159
2022.02.22;Location B;Croissant;205
2022.02.21;Location A;Pastry;143
2022.02.21;Location A;Croissant;311
2022.02.21;Location A;Bread;282
2022.02.21;Location C;Croissant;140
2022.02.21;Location C;Pastry;37
2022.02.21;Location C;Bread;98
2022.02.21;Location B;Croissant;270
2022.02.21;Location B;Pastry;43
2022.02.21;Location B;Bread;138
2022.02.20;Location A;Pastry;129
2022.02.20;Location A;Croissant;204
2022.02.20;Location A;Bread;249
2022.02.20;Location C;Croissant;131
2022.02.20;Location C;Bread;124
2022.02.20;Location C;Pastry;84
2022.02.20;Location B;Bread;117
2022.02.20;Location B;Pastry;88
2022.02.20;Location B;Croissant;159
2022.02.19;Location A;Bread;340
2022.02.19;Location A;Croissant;194
2022.02.19;Location A;Pastry;165
2022.02.19;Location C;Croissant;170
2022.02.19;Location C;Bread;134
2022.02.19;Location C;Pastry;83
2022.02.19;Location B;Croissant;115
2022.02.19;Location B;Bread;175
2022.02.19;Location B;Pastry;76
2022.02.18;Location A;Pastry;309
2022.02.18;Location A;Croissant;436
2022.02.18;Location A;Bread;363
2022.02.18;Location C;Pastry;104
2022.02.18;Location C;Croissant;99
2022.02.18;Location C;Bread;199
2022.02.18;Location B;Bread;178
2022.02.18;Location B;Pastry;156
2022.02.18;Location B;Croissant;153
2022.02.17;Location A;Pastry;229
2022.02.17;Location A;Croissant;158
2022.02.17;Location A;Bread;312
2022.02.17;Location C;Croissant;135
2022.02.17;Location C;Pastry;121
2022.02.17;Location C;Bread;205
2022.02.17;Location B;Pastry;109
2022.02.17;Location B;Croissant;113
2022.02.17;Location B;Bread;66
2022.02.16;Location A;Croissant;341
2022.02.16;Location A;Bread;374
2022.02.16;Location A;Pastry;264
2022.02.16;Location C;Pastry;76
2022.02.16;Location C;Bread;206
2022.02.16;Location C;Croissant;92
2022.02.16;Location B;Pastry;70
2022.02.16;Location B;Croissant;53
2022.02.16;Location B;Bread;135
2022.02.15;Location A;Bread;279
2022.02.15;Location A;Pastry;138
2022.02.15;Location A;Croissant;278
2022.02.15;Location C;Croissant;138
2022.02.15;Location C;Pastry;35
2022.02.15;Location C;Bread;108
2022.02.15;Location B;Croissant;149
2022.02.15;Location B;Bread;167
2022.02.14;Location A;Bread;225
2022.02.14;Location A;Pastry;165
2022.02.14;Location A;Croissant;132
2022.02.14;Location C;Bread;79
2022.02.14;Location C;Croissant;115
2022.02.14;Location C;Pastry;61
2022.02.14;Location B;Croissant;97
2022.02.14;Location B;Bread;35
2022.02.14;Location B;Pastry;94
2022.02.13;Location A;Bread;223
2022.02.13;Location C;Pastry;144
2022.02.13;Location C;Croissant;220
2022.02.13;Location C;Bread;80
2022.02.13;Location B;Croissant;62
2022.02.13;Location B;Pastry;110
2022.02.13;Location B;Bread;172
2022.02.12;Location A;Croissant;333
2022.02.12;Location A;Bread;312
2022.02.12;Location C;Bread;130
2022.02.12;Location C;Croissant;174
2022.02.12;Location C;Pastry;43
2022.02.12;Location B;Bread;148
2022.02.12;Location B;Croissant;114
2022.02.12;Location B;Pastry;61
2022.02.11;Location A;Pastry;253
2022.02.11;Location A;Bread;225
2022.02.11;Location A;Croissant;394
2022.02.11;Location C;Bread;86
2022.02.11;Location C;Croissant;94
2022.02.11;Location C;Pastry;88
2022.02.11;Location B;Pastry;46
2022.02.11;Location B;Bread;76
2022.02.11;Location B;Croissant;92
2022.02.10;Location A;Bread;378
2022.02.10;Location A;Croissant;95
2022.02.10;Location A;Pastry;240
2022.02.10;Location C;Croissant;164
2022.02.10;Location C;Bread;120
2022.02.10;Location C;Pastry;80
2022.02.10;Location B;Pastry;111
2022.02.10;Location B;Croissant;86
2022.02.10;Location B;Bread;79
2022.02.09;Location A;Pastry;250
2022.02.09;Location A;Croissant;273
2022.02.09;Location A;Bread;349
2022.02.09;Location C;Croissant;78
2022.02.09;Location C;Pastry;24
2022.02.09;Location C;Bread;142
2022.02.09;Location B;Croissant;184
2022.02.09;Location B;Bread;197
2022.02.09;Location B;Pastry;65
2022.02.08;Location A;Pastry;198
2022.02.08;Location A;Croissant;265
2022.02.08;Location A;Bread;226
2022.02.08;Location C;Croissant;117
2022.02.08;Location C;Pastry;136
2022.02.08;Location C;Bread;88
2022.02.08;Location B;Pastry;38
2022.02.08;Location B;Croissant;129
2022.02.07;Location A;Bread;265
2022.02.07;Location A;Croissant;267
2022.02.07;Location A;Pastry;246
2022.02.07;Location C;Bread;91
2022.02.07;Location C;Croissant;129
2022.02.07;Location C;Pastry;22
2022.02.07;Location B;Bread;47
2022.02.07;Location B;Croissant;130
2022.02.07;Location B;Pastry;109
2022.02.06;Location A;Pastry;125
2022.02.06;Location A;Croissant;269
2022.02.06;Location A;Bread;239
2022.02.06;Location C;Croissant;95
2022.02.06;Location C;Pastry;37
2022.02.06;Location C;Bread;51
2022.02.06;Location B;Croissant;46
2022.02.06;Location B;Pastry;70
2022.02.06;Location B;Bread;139
2022.02.05;Location A;Croissant;184
2022.02.05;Location A;Pastry;255
2022.02.05;Location A;Bread;340
2022.02.05;Location C;Croissant;132
2022.02.05;Location C;Pastry;73
2022.02.05;Location C;Bread;64
2022.02.05;Location B;Pastry;49
2022.02.05;Location B;Croissant;78
2022.02.05;Location B;Bread;43
2022.02.04;Location A;Pastry;303
2022.02.04;Location A;Bread;311
2022.02.04;Location A;Croissant;318
2022.02.04;Location C;Pastry;87
2022.02.04;Location C;Croissant;95
2022.02.04;Location C;Bread;74
2022.02.04;Location B;Croissant;89
2022.02.04;Location B;Pastry;90
2022.02.04;Location B;Bread;179
2022.02.03;Location A;Pastry;192
2022.02.03;Location A;Croissant;287
2022.02.03;Location A;Bread;254
2022.02.03;Location C;Bread;116
2022.02.03;Location C;Croissant;118
2022.02.03;Location C;Pastry;126
2022.02.03;Location B;Bread;139
2022.02.03;Location B;Croissant;52
2022.02.02;Location A;Bread;214
2022.02.02;Location A;Croissant;482
2022.02.02;Location A;Pastry;292
2022.02.02;Location C;Bread;133
2022.02.02;Location C;Croissant;124
2022.02.02;Location C;Pastry;51
2022.02.02;Location B;Croissant;130
2022.02.02;Location B;Pastry;35
2022.02.02;Location B;Bread;135
2022.02.01;Location A;Bread;237
2022.02.01;Location A;Croissant;141
2022.02.01;Location A;Pastry;136
2022.02.01;Location C;Pastry;105
2022.02.01;Location C;Croissant;140
2022.02.01;Location C;Bread;72
2022.02.01;Location B;Croissant;66
2022.02.01;Location B;Pastry;111
2022.02.01;Location B;Bread;85
2022.01.31;Location A;Pastry;158
2022.01.31;Location A;Bread;320
2022.01.31;Location A;Croissant;394
2022.01.31;Location C;Pastry;96
2022.01.31;Location C;Croissant;134
2022.01.31;Location C;Bread;138
2022.01.31;Location B;Pastry;160
2022.01.31;Location B;Croissant;163
2022.01.31;Location B;Bread;77
2022.01.30;Location A;Croissant;278
2022.01.30;Location A;Pastry;133
2022.01.30;Location A;Bread;317
2022.01.30;Location C;Croissant;126
2022.01.30;Location C;Pastry;93
2022.01.30;Location C;Bread;156
2022.01.30;Location B;Pastry;78
2022.01.30;Location B;Croissant;111
2022.01.29;Location A;Bread;213
2022.01.29;Location A;Croissant;252
2022.01.29;Location A;Pastry;217
2022.01.29;Location C;Pastry;86
2022.01.29;Location C;Bread;95
2022.01.29;Location C;Croissant;61
2022.01.29;Location B;Bread;189
2022.01.29;Location B;Croissant;190
2022.01.29;Location B;Pastry;101
2022.01.28;Location A;Croissant;313
2022.01.28;Location A;Bread;283
2022.01.28;Location A;Pastry;176
2022.01.28;Location C;Bread;158
2022.01.28;Location C;Pastry;122
2022.01.28;Location C;Croissant;160
2022.01.28;Location B;Pastry;142
2022.01.28;Location B;Bread;54
2022.01.28;Location B;Croissant;133
2022.01.27;Location A;Bread;212
2022.01.27;Location A;Croissant;91
2022.01.27;Location A;Pastry;114
2022.01.27;Location C;Bread;182
2022.01.27;Location C;Pastry;19
2022.01.27;Location C;Croissant;111
2022.01.27;Location B;Croissant;173
2022.01.27;Location B;Pastry;119
2022.01.27;Location B;Bread;191
2022.01.26;Location A;Pastry;295
2022.01.26;Location A;Bread;288
2022.01.26;Location A;Croissant;119
2022.01.26;Location C;Croissant;106
2022.01.26;Location C;Pastry;93
2022.01.26;Location C;Bread;44
2022.01.26;Location B;Bread;103
2022.01.26;Location B;Croissant;142
2022.01.25;Location A;Bread;275
2022.01.25;Location A;Croissant;296
2022.01.25;Location A;Pastry;145
2022.01.25;Location C;Bread;49
2022.01.25;Location C;Pastry;98
2022.01.25;Location C;Croissant;117
2022.01.25;Location B;Croissant;30
2022.01.25;Location B;Bread;97
2022.01.25;Location B;Pastry;49
2022.01.24;Location A;Bread;161
2022.01.24;Location A;Croissant;149
2022.01.24;Location A;Pastry;88
2022.01.24;Location C;Pastry;107
2022.01.24;Location C;Croissant;112
2022.01.24;Location C;Bread;131
2022.01.24;Location B;Bread;91
2022.01.24;Location B;Croissant;83
2022.01.24;Location B;Pastry;82
2022.01.23;Location A;Bread;344
2022.01.23;Location A;Pastry;121
2022.01.23;Location A;Croissant;172
2022.01.23;Location C;Croissant;87
2022.01.23;Location C;Pastry;127
2022.01.23;Location C;Bread;117
2022.01.23;Location B;Pastry;5
2022.01.23;Location B;Bread;110
2022.01.22;Location A;Pastry;337
2022.01.22;Location A;Croissant;332
2022.01.22;Location C;Bread;132
2022.01.22;Location C;Croissant;80
2022.01.22;Location B;Pastry;89
2022.01.22;Location B;Croissant;221
2022.01.22;Location B;Bread;173
2022.01.21;Location A;Pastry;151
2022.01.21;Location A;Croissant;197
2022.01.21;Location A;Bread;290
2022.01.21;Location C;Bread;91
2022.01.21;Location C;Croissant;166
2022.01.21;Location C;Pastry;92
2022.01.21;Location B;Bread;116
2022.01.21;Location B;Pastry;51
2022.01.21;Location B;Croissant;155
2022.01.20;Location A;Pastry;161
2022.01.20;Location A;Croissant;249
2022.01.20;Location A;Bread;167
2022.01.20;Location C;Bread;177
2022.01.20;Location C;Pastry;82
2022.01.20;Location C;Croissant;82
2022.01.20;Location B;Pastry;109
2022.01.20;Location B;Croissant;57
2022.01.20;Location B;Bread;40
2022.01.19;Location A;Bread;246
2022.01.19;Location A;Pastry;266
2022.01.19;Location A;Croissant;355
2022.01.19;Location C;Bread;125
2022.01.19;Location C;Pastry;75
2022.01.19;Location C;Croissant;126
2022.01.19;Location B;Bread;99
2022.01.19;Location B;Pastry;107
2022.01.19;Location B;Croissant;58
2022.01.18;Location A;Croissant;236
2022.01.18;Location A;Bread;255
2022.01.18;Location A;Pastry;65
2022.01.18;Location C;Pastry;108
2022.01.18;Location C;Croissant;70
2022.01.18;Location C;Bread;103
2022.01.18;Location B;Bread;136
2022.01.18;Location B;Pastry;21
2022.01.18;Location B;Croissant;134
2022.01.17;Location A;Bread;468
2022.01.17;Location A;Pastry;226
2022.01.17;Location A;Croissant;183
2022.01.17;Location C;Croissant;89
2022.01.17;Location C;Bread;138
2022.01.17;Location C;Pastry;84
2022.01.17;Location B;Pastry;160
2022.01.17;Location B;Croissant;112
2022.01.17;Location B;Bread;63
2022.01.16;Location A;Bread;177
2022.01.16;Location A;Croissant;210
2022.01.16;Location A;Pastry;136
2022.01.16;Location C;Pastry;90
2022.01.16;Location C;Croissant;137
2022.01.16;Location C;Bread;154
2022.01.16;Location B;Croissant;54
2022.01.16;Location B;Pastry;162
2022.01.16;Location B;Bread;33
2022.01.15;Location A;Pastry;123
2022.01.15;Location A;Bread;302
2022.01.15;Location A;Croissant;282
2022.01.15;Location C;Croissant;139
2022.01.15;Location C;Pastry;149
2022.01.15;Location C;Bread;172
2022.01.15;Location B;Croissant;125
2022.01.15;Location B;Pastry;107
2022.01.15;Location B;Bread;172
2022.01.14;Location A;Croissant;230
2022.01.14;Location A;Pastry;301
2022.01.14;Location A;Bread;174
2022.01.14;Location C;Croissant;142
2022.01.14;Location C;Pastry;89
2022.01.14;Location C;Bread;169
2022.01.14;Location B;Croissant;145
2022.01.14;Location B;Pastry;198
2022.01.14;Location B;Bread;123
2022.01.13;Location A;Bread;251
2022.01.13;Location A;Croissant;192
2022.01.13;Location A;Pastry;266
2022.01.13;Location C;Bread;117
2022.01.13;Location C;Croissant;127
2022.01.13;Location C;Pastry;58
2022.01.13;Location B;Bread;122
2022.01.13;Location B;Pastry;127
2022.01.13;Location B;Croissant;170
2022.01.12;Location A;Croissant;184
2022.01.12;Location A;Bread;323
2022.01.12;Location A;Pastry;272
2022.01.12;Location C;Croissant;99
2022.01.12;Location C;Pastry;120
2022.01.12;Location C;Bread;124
2022.01.12;Location B;Bread;145
2022.01.12;Location B;Croissant;192
2022.01.12;Location B;Pastry;43
2022.01.11;Location A;Pastry;200
2022.01.11;Location A;Croissant;63
2022.01.11;Location A;Bread;142
2022.01.11;Location C;Pastry;55
2022.01.11;Location C;Croissant;153
2022.01.11;Location C;Bread;150
2022.01.11;Location B;Bread;47
2022.01.11;Location B;Pastry;52
2022.01.11;Location B;Croissant;173
2022.01.10;Location A;Croissant;224
2022.01.10;Location A;Bread;146
2022.01.10;Location A;Pastry;163
2022.01.10;Location C;Pastry;145
2022.01.10;Location C;Croissant;78
2022.01.10;Location C;Bread;94
2022.01.10;Location B;Pastry;62
2022.01.10;Location B;Bread;79
2022.01.10;Location B;Croissant;133
2022.01.09;Location A;Bread;252
2022.01.09;Location A;Croissant;160
2022.01.09;Location A;Pastry;244
2022.01.09;Location C;Bread;352
2022.01.09;Location C;Croissant;365
2022.01.09;Location C;Pastry;223
2022.01.09;Location B;Bread;58
